id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
17329329,Quarto suíte no Flamengo/Largo do Machado,4330477,Leonor Maria,,Flamengo,-22.93287,-43.17618,Private room,350,4,2,2019-10-07,0.04,2,364,0,
17329615,Best Location in Leblon;Beautiful Flat,38149291,Ricardo,,Leblon,-22.98436,-43.2228,Entire home/apt,1036,3,91,2021-11-27,1.55,2,169,19,
17330197,Aconchegante e bem localizado,83169993,Jacque,,Vila Isabel,-22.91539,-43.23997,Entire home/apt,130,2,5,2020-02-26,0.09,1,0,0,
17337340,Beautiful Apartment in Copacabana CARNIVAL FOR 4,21507433,Jhô,,Copacabana,-22.96481,-43.17668,Entire home/apt,291,2,3,2020-01-02,0.06,1,361,0,
17344324,Quarto no Flamengo/Largo do Machado,4330477,Leonor Maria,,Flamengo,-22.93067,-43.17607,Private room,300,4,1,2019-10-08,0.04,2,365,0,
17345911,Pompeia Designer Studio Near the Beach #114,224192,David,,Copacabana,-22.9828,-43.19185,Entire home/apt,250,4,4,2018-03-04,0.07,36,119,0,
17346852,Alugo Lindo Apt Em Realengo,58733817,Rennan,,Realengo,-22.88009,-43.42375,Entire home/apt,1350,365,0,,,1,365,0,
17347457,Na Porta de Santa Teresa,71191665,Marcos,,Santa Teresa,-22.92147,-43.1859,Private room,293,5,1,2019-03-10,0.03,1,364,0,
17354515,"Kitnet Centro,excelente localização e fácil acesso",117254230,Maria Aparecida,,Centro,-22.90917,-43.17818,Entire home/apt,374,2,12,2021-12-19,0.23,1,62,4,
17355143,Copacabana beach apartment,117257274,Jessica,,Copacabana,-22.97255,-43.18894,Entire home/apt,456,3,7,2021-11-15,0.14,1,352,3,
17357364,Apartamento exclusivo-Quadra da Praia do Flamengo,117266047,Sergio,,Flamengo,-22.9308,-43.1754,Entire home/apt,166,7,28,2021-09-12,0.48,1,322,9,
17360233,Apartamento Bairro de Fátima - Lapa - Centro -  RJ,117283408,Adriano,,Santa Teresa,-22.91643,-43.18993,Entire home/apt,130,2,2,2017-05-27,0.03,1,0,0,
17361580,Cobertura em ótima localização.,89324320,Kathia,,Barra da Tijuca,-23.0109,-43.30201,Private room,300,2,0,,,1,143,0,
17362485,apartamento decorado quadara da praia,15705274,Debora,,Copacabana,-22.96332,-43.17409,Entire home/apt,250,3,0,,,1,163,0,
17363008,New and Reformed Apartment in Copacabana,10706756,Claudia,,Copacabana,-22.96471,-43.17624,Entire home/apt,160,3,71,2021-02-09,1.21,1,0,4,
17363219,Arejado e tranquilo! Até 6 pessoas.,115350128,Luiz,,Centro,-22.9173,-43.18903,Entire home/apt,400,4,0,,,1,363,0,
17363373,Casa da tia.,117309092,Maria,,Pechincha,-22.93974,-43.35661,Private room,70,1,4,2018-01-01,0.08,2,55,0,
17363376,Apartamento novo próximo da Praia Copacabana,8596554,Rodrigo,,Copacabana,-22.97891,-43.19086,Entire home/apt,800,2,3,2019-03-05,0.05,1,362,0,
17363738,Three bedroom in Barra da Tijuca-Parque Olímpico,104043677,Samuel,,Jacarepaguá,-22.96913,-43.39704,Entire home/apt,710,2,7,2019-11-10,0.13,1,0,0,
17363975,"QUARTO, COPACABANA, WI-FI, PRAIA, METRO",117319142,Ana Maria,,Copacabana,-22.9639,-43.18202,Private room,97,2,36,2020-03-22,0.62,2,0,0,
17365241,Apartamento na Lapa - Rio de Janeiro,117331422,Marco Antonio Barreto,,Centro,-22.91438,-43.18713,Entire home/apt,450,2,0,,,1,364,0,
17365346,Quarto Privativo em Copacabana,1492076,Branca,,Copacabana,-22.96627,-43.18342,Private room,86,2,6,2019-03-09,0.10,1,0,0,
17378272,Apartamento no Centro,117354081,Walter Germán,,Centro,-22.9096,-43.1907,Private room,80,1,0,,,1,361,0,
17380848,Casa de Vidro -  Garden Loft,12602972,George,,Copacabana,-22.96116,-43.17237,Entire home/apt,60,28,39,2020-01-05,0.67,1,51,0,
17383444,Espaço familiar e aconchegante,117409332,Rachel,,Tijuca,-22.9232,-43.22537,Private room,272,1,0,,,1,180,0,
17385180,Lindo apto conjugado todo reformado quadra praia.,87483411,Renata,,Copacabana,-22.96547,-43.17367,Entire home/apt,500,10,0,,,1,167,0,
17392417,ReCanto dos Pássaros/Quarto duplo,113212855,Telma Montenegro,,Guaratiba,-22.99377,-43.57888,Private room,229,1,4,2019-10-06,0.09,2,178,0,
17398165,Casa em ótima localização.,117609992,Paulo Roberto,,Humaitá,-22.95367,-43.1976,Private room,160,1,1,2020-02-21,0.04,2,365,0,
17398321,BEAUTIFUL MODERNIST IPANEMA APARTMENT,1816135,Eric,,Ipanema,-22.98186,-43.19911,Entire home/apt,1129,7,9,2020-03-15,0.20,1,292,0,
17399810,"Quarto, Andaraí, WI-FI, ar condicionado.",117624300,Lucia,,Andaraí,-22.92647,-43.24897,Private room,100,1,15,2021-08-14,0.38,2,362,3,
17399906,Vacation / Reveillon / Carnival,83407434,Jonatas,,Engenho Novo,-22.91301,-43.26612,Entire home/apt,480,2,2,2019-10-06,0.04,1,364,0,
17412494,Copacabana Central 2 (room at 200m from the beach),116860133,Eric,,Copacabana,-22.96867,-43.18442,Private room,106,2,134,2021-12-13,2.34,2,298,29,
17415476,Espaço confortável e equipado em Santa Teresa,93063812,Jorge,,Santa Teresa,-22.92054,-43.19012,Private room,100,3,2,2018-12-31,0.04,1,239,0,
17419606,Natal - Réveillon- Temporada - Ipanema/ Copacabana,117816494,Daniel,,Copacabana,-22.98128,-43.19355,Entire home/apt,350,10,1,2021-01-07,0.08,1,358,1,
17423277,Paraíso Charmoso★★★★★ Pertinho da Praia do Leblon,22713969,Maria,,Leblon,-22.98295,-43.21804,Entire home/apt,750,7,0,,,34,0,0,
17425001,Modern Studio close to the beach in Copacabana!,74463624,Mozart,,Copacabana,-22.96139,-43.17594,Entire home/apt,1617,3,40,2021-11-29,0.68,59,299,14,
17435867,Quarto e Sala★★★★★no Coração do Leblon perto praia,22713969,Maria,,Leblon,-22.98438,-43.21938,Entire home/apt,600,6,0,,,34,0,0,
17445375,Pequeno Paraíso com Vista para Cristo Redentor!,7159410,Tatiane,,Humaitá,-22.95663,-43.2025,Private room,148,1,14,2021-12-19,0.25,4,65,2,
17449701,Suíte na Barra da Tijuca,17037327,Soeli,,Barra da Tijuca,-22.974,-43.39327,Private room,350,1,10,2019-11-10,0.19,1,361,0,
17451949,suite a place to rest,51419319,Eduardo,,Jardim Botânico,-22.9617,-43.21723,Private room,300,2,2,2017-12-15,0.04,2,341,0,
17460631,ZEN PRIVATE ROOM WITH A/C - 16 m²,33868134,Gonzalo,,Copacabana,-22.9695,-43.18493,Private room,323,2,44,2021-12-07,0.89,3,47,18,
17461491,STUDIO COPACABANA I Praia + Conforto+ Praticidade,50573122,Renato,,Copacabana,-22.96391,-43.17634,Entire home/apt,498,2,3,2021-11-28,2.20,1,163,3,
17461837,Muito perto da praia e de Ipanema,118247951,Eduardo,,Copacabana,-22.98531,-43.18877,Entire home/apt,126,5,22,2021-11-03,0.45,3,38,9,
17471677,Charming Terraced Penthouse Rio de Janeiro,107465765,Paul,,Copacabana,-22.97017,-43.18807,Entire home/apt,2673,3,16,2020-09-20,0.30,1,0,0,
17494361,Rio - Barra/Recreio praia da reserva em frente BRT,118538315,Douglas,,Barra da Tijuca,-23.0109,-43.43802,Private room,187,1,28,2021-12-07,0.48,1,69,13,
17496814,"Furnished house, Recreio dos Bandeirantes beach.",53461248,Tarsio,,Recreio dos Bandeirantes,-23.03129,-43.47791,Entire home/apt,2000,2,8,2019-01-02,0.14,1,364,0,
17497476,Excelente apartamento Jacarepaguá,65857420,Walace,,Freguesia (Jacarepaguá),-22.93522,-43.35082,Entire home/apt,290,2,0,,,1,178,0,
17504284,Cobertura ampla 140m2 Conforto & Lazer!!!,59714670,Luiz,,Leblon,-22.98243,-43.22043,Entire home/apt,1814,3,1,2018-01-29,0.02,3,328,0,
17509748,Apartamento Leblon 140m2 Conforto e Lazer!,59714670,Luiz,,Leblon,-22.98278,-43.22182,Entire home/apt,1442,4,5,2021-02-02,0.09,3,324,1,
17514792,Flat no melhor lugar de Copacabana,94964111,Sandes,,Copacabana,-22.9739,-43.18846,Entire home/apt,400,1,1,2020-10-27,0.07,1,303,0,
17525546,"Melhor trecho de Copa, com conforto e facilidades",118835036,Bruno,,Copacabana,-22.97608,-43.19058,Entire home/apt,293,2,10,2021-09-07,0.18,1,139,2,
17527616,Linda Suíte com ótima localização em Jacarepaguá,118851923,Carlos,,Taquara,-22.91668,-43.37937,Private room,150,1,0,,,1,293,0,
17527664,Suíte Master,12106718,Glaucia,,Recreio dos Bandeirantes,-23.03017,-43.47585,Private room,250,2,0,,,7,288,0,
17528447,Posto 2 quadra da praia .  Vista mar lateral .,118247951,Eduardo,,Copacabana,-22.96598,-43.17516,Entire home/apt,371,5,7,2021-11-15,0.19,3,26,3,
17530149,"Flat 2 bedrooms, swimming pool, close to the beach",357307,Dircélia,,Ipanema,-22.985504,-43.205982,Entire home/apt,1206,1,17,2021-12-23,0.36,10,65,4,
17542284,Peace at Copacabana – Living-room and Bedroom !,91654021,Daniel,,Copacabana,-22.98309,-43.19012,Entire home/apt,889,3,0,,,176,158,0,
17545824,Copacabana - Apartamento 50m From The Beach.,5512718,Karla,,Copacabana,-22.96749,-43.18104,Entire home/apt,386,5,35,2020-02-27,0.68,1,142,0,
17545854,Somente Familia Excelente 2 qts - FRENTE MAR :),1500426,Rio,,Leblon,-22.98762,-43.22426,Entire home/apt,800,90,0,,,56,90,0,
17549795,4 Quartos - Resort Barra da Tijuca -RJ,55414894,Carlos,,Jacarepaguá,-22.9646,-43.38434,Entire home/apt,700,2,16,2021-12-12,0.40,1,323,6,
17552869,Ótimo apartamento na frente dá praia,119112431,Fabiano,,Barra da Tijuca,-23.00685,-43.33504,Entire home/apt,490,4,0,,,2,79,0,
17555002,Apartamento na frente dá praia,119112431,Fabiano,,Recreio dos Bandeirantes,-23.03141,-43.47188,Entire home/apt,240,1,0,,,2,175,0,
17557314,Apartamento para 4 pessoas em Botafogo,25337745,Rafaella,,Botafogo,-22.9519,-43.19252,Entire home/apt,600,1,4,2018-02-13,0.07,2,0,0,
17557383,Gran Departamento entre Copacabana e Ipanema,12726878,Florencio,,Copacabana,-22.98616,-43.19152,Entire home/apt,3802,2,52,2021-09-09,1.00,1,315,4,
17573393,"Copacabana, bem localizado.",114877442,Eliane,,Copacabana,-22.97046,-43.18799,Private room,350,3,0,,,3,365,0,
17584991,"SUÍTE com entrada privativa, com Ar/Frigobar/Wi-Fi",60144317,Katia Regina,,Ipanema,-22.98426,-43.19997,Private room,385,5,4,2020-01-05,0.11,1,293,0,
17588788,Copa – 3 air-conditionning bedrooms 1 min of beach,91654021,Daniel,,Copacabana,-22.97337,-43.18715,Entire home/apt,1458,3,0,,,176,158,0,
17589058,QUE TAL ACORDA DANDO BOM DIA AO CRISTO REDENTOR,119493597,Maria,,Botafogo,-22.95691,-43.19234,Shared room,60,1,18,2020-02-26,0.37,1,268,0,
17591515,Conjugado com vista total do Pão Açúcar,119525077,Alcina,,Botafogo,-22.94411,-43.18183,Entire home/apt,145,14,27,2021-03-26,0.56,2,15,1,
17592145,Lar Compartilhado (Lapa/ST),98625636,Marcelo,,Santa Teresa,-22.91324,-43.19281,Private room,9999,2,3,2018-01-03,0.05,1,89,0,
17596191,Yacht 51 pés Ano 2017 com 2 quartos Rio de Janeiro,2952644,Alexandre,,Glória,-22.92038,-43.16995,Entire home/apt,7000,1,3,2021-02-22,0.05,1,357,1,
17601554,Apto indisponível. Ainda não consegui excluir,16922179,Fernanda,,Flamengo,-22.9331,-43.17668,Private room,100,1,0,,,1,86,0,
17602004,Suite tipo Flat próximo a belas praias.,116991556,Flávio,,Recreio dos Bandeirantes,-23.02039,-43.50261,Entire home/apt,117,3,18,2020-01-02,0.32,2,73,0,
17604930,Apartamento na Praia de Botafogo! Oportunidade!,99146280,Marcela,,Botafogo,-22.94983,-43.18096,Entire home/apt,446,3,0,,,2,358,0,
17605408,Gay House D,119653597,Léo,,Copacabana,-22.96542,-43.17872,Shared room,66,4,2,2021-01-09,0.08,4,85,1,
17605746,Apartamento na Quadra da Praia do Leblon,22822166,Marcos Luiz,,Leblon,-22.98572,-43.21873,Entire home/apt,540,2,43,2021-12-06,0.83,1,138,8,
17608070,"Barra da Tijuca, de frente para Rock in Rio",119682183,Eliana,,Barra da Tijuca,-22.97375,-43.38209,Entire home/apt,814,2,4,2021-11-15,0.15,1,300,1,
17616337,apartamento estúdio Praia de Botafogo - RJ,99146280,Marcela,,Botafogo,-22.94822,-43.18207,Entire home/apt,543,3,7,2020-12-10,0.13,2,361,0,
17620948,Apart-Hotel Mediterrâneo Flat - Suíte Dupla Casal,29475411,Bruno & Ricardo,,Barra da Tijuca,-23.00434,-43.3422,Entire home/apt,464,1,129,2021-12-12,2.21,24,287,10,
17633098,one bedroom apartment  3 blocks to the beach,119919648,Paulo,,Leblon,-22.98326,-43.22748,Entire home/apt,300,4,0,,,1,333,0,
17636141,"02 QUARTO/30m PRAIA/ 12°Andar/VISTA CRISTO ""LINDO""",101963765,Junior E Célia,,Copacabana,-22.97471,-43.1865,Private room,1000,1,29,2019-12-03,0.51,2,5,0,
17638486,SUPER-COMFORT COPACABANA,115180572,Giuseppe,,Copacabana,-22.96629,-43.18061,Entire home/apt,314,3,113,2021-12-20,1.94,1,107,28,
17641348,Apartamento 2 quartos de frente para a praia,120003378,Miucha,,Barra da Tijuca,-23.00983,-43.33079,Entire home/apt,977,2,96,2021-11-17,1.67,1,31,15,
17646772,Princesa de Copacabana-Elegante vista para o mar,87623795,Marcia,,Copacabana,-22.96483,-43.17368,Entire home/apt,259,3,41,2021-12-06,0.87,1,183,8,
17650451,Casa tranquila e aconchegante com sol na varanda!,107014442,Milena,,Laranjeiras,-22.93311,-43.19543,Entire home/apt,213,2,2,2018-09-09,0.04,1,7,0,
17650729,Quarto e Sala Chic Leblon★★★★★a 2 quadras da praia,22713969,Maria,,Leblon,-22.98244,-43.21864,Entire home/apt,606,6,0,,,34,0,0,
17655663,CARNAVAL DO RIO!!! Coolroom in bohemian Lapa,35593568,Anna,,Glória,-22.91481,-43.1756,Private room,150,4,5,2020-02-27,0.12,2,359,0,
17669027,All air-conditionning rooms at Copacabana !,91654021,Daniel,,Copacabana,-22.96589,-43.18093,Entire home/apt,1438,3,0,,,176,270,0,
17676847,"Copacabana 2 bedrooms, close to the beach",156781156,Rafaella,,Copacabana,-22.96213,-43.17514,Entire home/apt,714,2,10,2021-11-03,0.17,1,316,2,
17681246,Copacabana - 1 quarto - quadra da praia,80055342,Eliana,,Copacabana,-22.96425,-43.17581,Entire home/apt,220,5,2,2019-10-09,0.06,2,0,0,
17681761,Copacabana - quadra da praia - 4 pessoas,80055342,Eliana,,Copacabana,-22.96398,-43.17586,Entire home/apt,500,5,0,,,2,342,0,
17696313,3 quartos a 100 metros da praia do Leblon/Ipanema,120561444,Jorge,,Leblon,-22.98718,-43.21814,Entire home/apt,1946,3,16,2021-11-15,0.28,1,159,2,
17696434,Bella Vista,120563875,Angela,,Zumbi,-22.82012,-43.17883,Entire home/apt,149,3,3,2020-07-25,0.06,1,25,0,
17697689,Quarto na Praia de Copacabana - Sensacional,11329697,Eunice,,Leme,-22.96368,-43.17291,Private room,180,5,12,2020-01-16,0.21,1,46,0,
17698882,Quarto para 2 pessoas »  NicoTom -2,79722389,Yvana,,Jacarepaguá,-22.97317,-43.32902,Private room,60,1,11,2020-03-10,0.21,2,247,0,
17701351,Lovely apartment - next Sugarloaf - Botafogo/Urca,1647699,Catia,,Botafogo,-22.95025,-43.17709,Entire home/apt,454,5,25,2021-11-18,0.46,1,17,5,
17708665,"Apartamento completo, Lapa, Rio.",120685954,Marcio Salles,,Santa Teresa,-22.91501,-43.18424,Entire home/apt,133,7,18,2021-10-17,0.81,1,13,11,
17711390,Loft AP3 | Ipanema - by Injoy (Short & Long stay),40151333,Rita,,Lagoa,-22.98019,-43.20479,Entire home/apt,669,1,22,2021-08-27,0.38,8,148,2,
17712025,Loft AP4 | Ipanema - by Injoy (Short & Long stay),40151333,Rita,,Ipanema,-22.98149,-43.20556,Entire home/apt,569,1,26,2021-12-04,0.48,8,198,15,
17715558,Apartamento Conjugado Aconchegante (Privativo),115705394,Fabiana,,Santa Teresa,-22.91456,-43.18997,Entire home/apt,119,2,161,2021-12-20,2.99,1,136,35,
17716507,"Apê da Tatá, O MELHOR da Lapa",117935188,Talitha,,Santa Teresa,-22.91507,-43.1828,Entire home/apt,210,30,15,2020-03-31,0.26,1,0,0,
17717006,TOP DESIGN PENTHOUSE in the heart of IPANEMA,30721359,I Live,,Ipanema,-22.98601,-43.19797,Entire home/apt,11288,3,34,2021-09-07,0.59,28,308,8,
17718549,Quiet place near Copacabana beach,78687864,Antonio,,Copacabana,-22.96753,-43.18279,Entire home/apt,135,7,23,2021-11-15,0.41,2,132,7,
17718631,"1Q Botafogo - Wi-fi, ar, metro 10min Centro e Copa",120776963,Olga Helena,,Botafogo,-22.95154,-43.18637,Private room,150,4,42,2020-01-03,0.73,1,350,0,
17719613,"Great location, convenience and comfy",25552115,Mari,,Santa Teresa,-22.91821,-43.17839,Entire home/apt,200,3,1,2018-02-14,0.02,1,170,0,
17725825,NEW LUXURY OCEAN FRONT 2500sqf 3BED/3BATH 6 Guests,25005506,Patrick,,Copacabana,-22.979185,-43.18935,Entire home/apt,2745,5,62,2021-12-06,1.09,1,209,14,
17735278,Apartamento inteiro com 3  quartos na Barra,120953794,Tereza Cristina,,Barra da Tijuca,-22.99922,-43.42221,Entire home/apt,1114,1,0,,,1,21,0,
17736649,Apartamento na Praia da Barra,116374688,Geneide,,Barra da Tijuca,-23.01421,-43.30776,Entire home/apt,829,1,8,2021-11-14,0.15,1,84,2,
17763693,2bdr charming apartment close to  Copacabana beach,42522769,Pedro,,Copacabana,-22.9646,-43.19338,Entire home/apt,438,2,87,2021-12-21,1.51,1,14,6,
17765252,Twins same building – 6 bedrooms Baixo Copa !,91654021,Daniel,,Copacabana,-22.97687,-43.18999,Entire home/apt,2944,3,3,2019-10-14,0.07,176,32,0,
17773858,Quarto em Copacabana Próximo a Praia e Metrô,91656966,Guilherme,,Copacabana,-22.96646,-43.1813,Private room,70,3,18,2020-03-21,0.35,1,272,0,
17775509,Top Floor at Barra da Tijuca Beach,121358667,Roberto,,Barra da Tijuca,-23.01039,-43.32697,Entire home/apt,665,7,39,2021-01-04,0.72,2,350,1,
17776043,"CLASSE&SOFISTICAÇÃO, EVENTOS, CASAMENTOS, HOSPEDES",14315601,Aroldo,,Santa Teresa,-22.93599,-43.19793,Entire home/apt,3900,1,0,,,47,174,0,
17778090,"STUDIO RENATA,COPACABANA",4884558,Anselmo,,Copacabana,-22.98215,-43.19172,Entire home/apt,250,6,4,2021-12-06,0.07,6,74,2,
17778889,*PQNO LOFT NA TIJUCA* - Qualidade e Privacidade.,15568094,Allan,,Tijuca,-22.92401,-43.21766,Entire home/apt,183,3,71,2021-11-30,1.23,1,346,24,
17792255,AP No RIO2,121258236,Felipe,,Jacarepaguá,-22.96862,-43.38558,Entire home/apt,2000,1,0,,,1,365,0,
17802889,Copacabana apart de 1/4 na Av Atlântica - Posto 6.,112398015,Moacyr,,Copacabana,-22.98246,-43.19039,Entire home/apt,363,3,39,2021-12-07,0.92,1,282,11,
17809040,Moderno e silencioso apartamento de 2 quartos para até 6 pessoas no posto 5 de Copacabana.,74463624,Mozart,,Copacabana,-22.97576,-43.18963,Entire home/apt,2953,3,10,2021-12-19,0.17,59,247,7,
17809385,Barra Beach Flat,121358667,Roberto,,Barra da Tijuca,-23.00991,-43.32816,Entire home/apt,681,7,30,2021-01-08,0.54,2,337,1,
17810246,"STUDIO HELOISA  64,COPACABANA",4884558,Anselmo,,Copacabana,-22.98102,-43.18957,Entire home/apt,397,7,3,2021-11-30,0.07,6,103,2,
17837541,Casa Praia - Barra da Tijuca,122002411,Márcia,,Barra da Tijuca,-23.01091,-43.33955,Entire home/apt,566,1,125,2021-12-21,2.17,1,268,34,
17838695,Great option on Leme beach - RJ,10436654,Gabriela,,Leme,-22.96018,-43.16881,Entire home/apt,130,3,9,2020-07-03,0.18,2,268,0,
17839527,Apartamento Moderno com Vista para o Mar,92674139,Celita,,Barra da Tijuca,-23.009,-43.34409,Entire home/apt,350,2,30,2021-11-29,0.60,11,13,5,
17843566,Copanema,122058904,Marcos,,Ipanema,-22.98479,-43.19553,Entire home/apt,264,7,33,2021-11-21,0.60,1,32,3,
17856865,Loft Bairro URCA Rio de Janeiro,121866816,Narooma Empreendimentos,,Urca,-22.94711,-43.1629,Entire home/apt,130,10,0,,,2,36,0,
17863104,"JOÁ FRENTE 8QTS, 25 HÓSPEDES VISTÃO FRONTAL MAR",14315601,Aroldo,,São Conrado,-23.0012,-43.27369,Entire home/apt,4000,2,3,2018-11-26,0.08,47,364,0,
17863593,# Perfect Copacabana Flat- comfy and great locatio,64275672,Adam,,Copacabana,-22.96744,-43.18434,Entire home/apt,785,3,57,2021-12-17,1.10,5,149,6,
17864201,Copacabana Dream - A Tropical Vacation,77744151,Sonia Florentino,,Copacabana,-22.97656,-43.18979,Entire home/apt,907,5,27,2020-03-16,0.49,1,52,0,
17865987,"Copacabana beach airbnb plus, Vibrant Apartment",40784340,Ricardo,,Copacabana,-22.98293,-43.19111,Entire home/apt,672,1,376,2021-12-02,6.64,3,85,69,
17871155,Cobertura na Tijuca,16620056,Odair,,Tijuca,-22.91952,-43.21722,Private room,75,3,34,2020-02-27,0.60,1,0,0,
17872900,Morada Neoclássica,26958694,Kah,,Flamengo,-22.93572,-43.17574,Private room,80,30,0,,,2,349,0,
17873247,"Espaço confortável, no Centro RJ",107999052,Maria De Fátima,,Centro,-22.90899,-43.17447,Entire home/apt,243,1,19,2021-02-14,0.48,3,349,1,
17873950,Casa atelier perfeito para um clima romântico,31285725,Yas,,Santa Teresa,-22.91581,-43.19094,Entire home/apt,700,3,1,2019-03-10,0.03,2,73,0,
17890530,Flat na Estrada dos Bandeirantes - Best Western,122542721,Sueli,,Curicica,-22.96193,-43.39929,Entire home/apt,140,2,98,2021-06-21,1.71,1,12,11,
17905795,Flat com serviços em Ipanema,13006238,Priscilla,,Ipanema,-22.98413,-43.20692,Entire home/apt,650,3,23,2019-01-10,0.40,2,35,0,
17918056,"Feel home, next door to the best beaches",25341342,Isabella,,Copacabana,-22.98329,-43.19063,Private room,134,2,104,2021-11-07,1.82,4,16,4,
17918530,Casa de dois quartos em Laranjeiras - Tucano House,121108473,Alexandre,,Laranjeiras,-22.93633,-43.18838,Entire home/apt,120,2,8,2020-02-26,0.17,1,0,0,
17920243,Estadia em Copacabana,52758685,Anderson,,Guaratiba,-22.95312,-43.62412,Private room,150,3,0,,,1,365,0,
17920517,° DESIGN PENTHOUSE in IPANEMA °,30721359,I Live,,Ipanema,-22.98331,-43.21271,Entire home/apt,11288,3,28,2021-11-03,0.50,28,318,7,
17924298,Um cantinho meu,122122300,Mila,,Laranjeiras,-22.93395,-43.18185,Private room,68,1,98,2021-11-29,1.71,3,116,5,
17932210,NEO LIFE Charming and cozy apart,860952,Monica,,São Cristóvão,-22.89326,-43.21785,Entire home/apt,249,4,39,2021-12-19,0.70,1,174,7,
17933699,4 bedrooms in front of Copacabana beach,13580277,Marcio,,Copacabana,-22.97143,-43.18442,Entire home/apt,1695,3,36,2021-12-12,0.68,45,235,8,
17934886,Conjugado aconchegante p/4 em Copacabana (Posto 6),102472340,Thaís,,Copacabana,-22.98526,-43.19048,Entire home/apt,329,2,4,2021-10-12,0.08,1,158,1,
17935826,A Grande Morada,51326285,Beatriz,,Catete,-22.92486,-43.18124,Entire home/apt,857,4,8,2021-10-26,0.15,1,348,1,
17937161,Perfect apartment 2 bedrooms Copa / Ipanema !,91654021,Daniel,,Copacabana,-22.98364,-43.19101,Entire home/apt,1166,3,0,,,176,150,0,
17937194,Quarto recreio dos bandeirantes,119945925,Priscila,,Recreio dos Bandeirantes,-23.02904,-43.47424,Private room,284,1,1,2019-10-04,0.04,1,365,0,
17957060,GREAT - 2 bedrooms + 1 at IPANEMA,91654021,Daniel,,Ipanema,-22.9829,-43.19806,Entire home/apt,1166,3,0,,,176,250,0,
17957488,Rio Spot Homes C026,13580277,Marcio,,Ipanema,-22.98419,-43.20903,Entire home/apt,405,3,15,2021-12-20,0.27,45,84,5,
17959710,Adorável Cobertura na Barra da Tijuca,121701825,Helena,,Barra da Tijuca,-23.0124,-43.31941,Entire home/apt,2500,2,46,2021-12-15,0.85,1,89,16,
17973744,"Comfortable room, best location in Ipanema",62658819,Isabel,,Ipanema,-22.98126,-43.20701,Private room,105,1,1,2017-04-16,0.02,1,0,0,
17986638,Quarto confortável em área residencial perto metrô,109537049,Ligia,,Praça da Bandeira,-22.91546,-43.21077,Private room,81,1,3,2017-10-03,0.06,2,89,0,
17987496,Really nice 2 bedroom apartment on the beach!,11739,Eric,,Copacabana,-22.96545,-43.17673,Entire home/apt,869,3,18,2021-10-10,0.35,11,132,5,
17989551,Quarto para 1 pessoa (sexo feminino),123591583,Priscilla,,Campinho,-22.88355,-43.35084,Private room,309,1,1,2017-11-06,0.02,1,180,0,
17990663,Apartamento em Copacabana  perto da praia e metrô!,5538816,Anilia Francisca,,Copacabana,-22.96607,-43.1796,Entire home/apt,329,3,13,2021-11-16,0.37,2,351,3,
17996707,RIO STAY ROOMS TO RENT,36802283,Simone Strauss,,Camorim,-22.97575,-43.41482,Entire home/apt,471,1,14,2021-11-16,0.51,2,363,5,
17999548,✿ Comfy Hostel near all the Touristic Spots in Rio,67850207,Tupiniquim Hostel,,Botafogo,-22.95419,-43.18737,Shared room,123,1,17,2021-09-19,0.33,12,174,1,
18005989,Cantinho da Glória - Tranquilo e vista incrível!,53966937,Ana,,Glória,-22.92251,-43.17344,Entire home/apt,357,3,59,2021-11-16,1.04,5,50,11,
18011580,☘︎ Gorgeous ♡ Private Room Near ✟ The Jesus Statue,67850207,Tupiniquim Hostel,,Botafogo,-22.95483,-43.18653,Private room,505,1,0,,,12,172,0,
18020787,Excelente apartamento condomínio a beira-mar.,123917169,Milena,,Barra da Tijuca,-23.00942,-43.36493,Entire home/apt,600,3,8,2018-10-14,0.15,1,27,0,
18022592,Vista mar em Copacabana,123937647,Berenice,,Copacabana,-22.97945,-43.1914,Entire home/apt,671,3,13,2021-01-13,0.25,2,253,1,
18023097,O MAIOR REVEILLON É EM COPACABANA!,78153469,Cristiane,,Copacabana,-22.96322,-43.17972,Entire home/apt,300,9,1,2018-02-17,0.02,3,353,0,
18026445,✰ Cheap En Suite Private ☛ Near the Sugar Loaf ✌︎,67850207,Tupiniquim Hostel,,Botafogo,-22.95483,-43.18653,Private room,502,1,1,2019-09-15,0.04,12,159,0,
18036273,Corte de Cantagalo – Loft 2 bedrooms Luna Azul !,91654021,Daniel,,Copacabana,-22.97584,-43.19535,Entire home/apt,804,4,0,,,176,151,0,
18036501,Copacabana- metro Arcoverde,14163574,Tatiana,,Copacabana,-22.96461,-43.17749,Entire home/apt,657,60,1,2017-09-24,0.02,3,346,0,
18042541,Charme e conforto em Ipanema!,124152562,Cyro,,Ipanema,-22.98325,-43.20142,Entire home/apt,774,2,30,2020-02-26,0.53,1,343,0,
18054152,Quarto e Sala a 4 quadras da Praia,10521622,Guilherme,,Copacabana,-22.96837,-43.18688,Entire home/apt,600,4,4,2020-01-02,0.08,1,180,0,
18056592,Ipanema Retro-style just one block from the beach,30721359,I Live,,Ipanema,-22.98631,-43.19712,Entire home/apt,3320,3,12,2021-10-12,0.32,28,294,6,
